start_date,end_date,status,ip_address,progress,duration_in_seconds,finished,recorded_date,response_id,recipient_last_name,recipient_first_name,recipient_email,external_reference,location_latitude,location_longitude,distribution_channel,user_language,sender,sender_type,sender_id,response,response_action,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,list,block,phase,item,sensibility,concreteness,type,direction,text,correct_response,correct_response_2,correct,meta_labjs_version,meta_location,meta_user_agent,meta_platform,meta_language,meta_locale,meta_time_zone,meta_timezone_offset,meta_screen_width,meta_screen_height,meta_scroll_width,meta_scroll_height,meta_window_inner_width,meta_window_inner_height,meta_device_pixel_ratio,meta_labjs_build_flavor,meta_labjs_build_commit,consent
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,sentence_screen,canvas.Screen,3_42_1,w,keypress(w),response,127.39999999999418,106108,106108.4,106124.6,106252,106256,2020-11-18T12:05:05Z,106274.3,4,1,exp,70,sensible,concrete,no_transfer,NA,You played cards with Erin.,s,s,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,trial,flow.Sequence,3_42,NA,NA,completion,244.27999999999884,105980,105980.72,106007.72,106252,106256,2020-11-18T12:05:05Z,106274.3,4,1,exp,70,sensible,concrete,no_transfer,NA,You played cards with Erin.,s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,fixation_cross,canvas.Screen,3_43_0,end_fixation,keypress(Space),response,105.69999999999709,106257,106257.8,106274.3,106380,106383,2020-11-18T12:05:05Z,106407.68,4,1,exp,141,nonsense,transfer,NA,NA,Son snored the frame with you.,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,sentence_screen,canvas.Screen,3_43_1,w,keypress(w),response,48.320000000006985,106383,106391.12,106407.68,106456,106460,2020-11-18T12:05:05Z,106491.26,4,1,exp,141,nonsense,transfer,NA,NA,Son snored the frame with you.,w,w,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,trial,flow.Sequence,3_43,NA,NA,completion,181.6999999999971,106257,106257.8,106274.3,106456,106460,2020-11-18T12:05:05Z,106491.26,4,1,exp,141,nonsense,transfer,NA,NA,Son snored the frame with you.,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,fixation_cross,canvas.Screen,3_44_0,end_fixation,keypress(Space),response,92.74000000000524,106460,106475.14,106491.26,106584,106587,2020-11-18T12:05:05Z,106607.68,4,1,exp,64,sensible,concrete,no_transfer,NA,Kion washed the car with you.,s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,sentence_screen,canvas.Screen,3_44_1,w,keypress(w),response,24.320000000006985,106588,106591.6,106607.68,106632,106636,2020-11-18T12:05:05Z,106658.24,4,1,exp,64,sensible,concrete,no_transfer,NA,Kion washed the car with you.,s,s,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,trial,flow.Sequence,3_44,NA,NA,completion,140.74000000000524,106460,106475.14,106491.26,106632,106636,2020-11-18T12:05:05Z,106658.24,4,1,exp,64,sensible,concrete,no_transfer,NA,Kion washed the car with you.,s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,fixation_cross,canvas.Screen,3_45_0,end_fixation,keypress(Space),response,169.75999999999476,106636,106641.82,106658.24,106828,106831,2020-11-18T12:05:06Z,106858.26,4,1,exp,195,nonsense,transfer,NA,NA,You blanketed Zakkary to the store.,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,sentence_screen,canvas.Screen,3_45_1,s,keypress(s),response,9.740000000005239,106832,106841.84,106858.26,106868,106871,2020-11-18T12:05:06Z,106891.8,4,1,exp,195,nonsense,transfer,NA,NA,You blanketed Zakkary to the store.,w,w,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,trial,flow.Sequence,3_45,NA,NA,completion,209.75999999999476,106636,106641.82,106658.24,106868,106872,2020-11-18T12:05:06Z,106891.8,4,1,exp,195,nonsense,transfer,NA,NA,You blanketed Zakkary to the store.,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,fixation_cross,canvas.Screen,3_46_0,end_fixation,keypress(Space),response,104.19999999999709,106872,106874.4,106891.8,106996,106999,2020-11-18T12:05:06Z,107024.58,4,1,exp,193,nonsense,transfer,NA,NA,You fertilized Antonia advice.,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,sentence_screen,canvas.Screen,3_46_1,s,keypress(s),response,79.41999999999825,106999,107007.7,107024.58,107104,107107,2020-11-18T12:05:06Z,107124.94,4,1,exp,193,nonsense,transfer,NA,NA,You fertilized Antonia advice.,w,w,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,trial,flow.Sequence,3_46,NA,NA,completion,212.1999999999971,106872,106874.4,106891.8,107104,107107,2020-11-18T12:05:06Z,107124.94,4,1,exp,193,nonsense,transfer,NA,NA,You fertilized Antonia advice.,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,fixation_cross,canvas.Screen,3_47_0,end_fixation,keypress(Space),response,79.05999999999767,107107,107108.42,107124.94,107204,107207,2020-11-18T12:05:06Z,107225.22,4,1,exp,74,sensible,concrete,no_transfer,NA,Patrick held the cafeteria tray with you.,s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,sentence_screen,canvas.Screen,3_47_1,s,keypress(s),response,94.77999999999884,107207,107207.54,107225.22,107320,107323,2020-11-18T12:05:06Z,107340.94,4,1,exp,74,sensible,concrete,no_transfer,NA,Patrick held the cafeteria tray with you.,s,s,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,trial,flow.Sequence,3_47,NA,NA,completion,195.05999999999767,107107,107108.42,107124.94,107320,107323,2020-11-18T12:05:06Z,107340.94,4,1,exp,74,sensible,concrete,no_transfer,NA,Patrick held the cafeteria tray with you.,s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,fixation_cross,canvas.Screen,3_48_0,end_fixation,keypress(Space),response,63.05999999999767,107324,107324.34,107340.94,107404,107407,2020-11-18T12:05:06Z,107441.2,4,1,exp,155,nonsense,transfer,NA,NA,You bled the rations to Paige.,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,sentence_screen,canvas.Screen,3_48_1,s,keypress(s),response,78.80000000000291,107408,107424.68,107441.2,107520,107523,2020-11-18T12:05:06Z,107540.92,4,1,exp,155,nonsense,transfer,NA,NA,You bled the rations to Paige.,w,w,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,trial,flow.Sequence,3_48,NA,NA,completion,179.05999999999767,107324,107324.34,107340.94,107520,107523,2020-11-18T12:05:06Z,107540.92,4,1,exp,155,nonsense,transfer,NA,NA,You bled the rations to Paige.,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,fixation_cross,canvas.Screen,3_49_0,end_fixation,keypress(Space),response,67.08000000000175,107523,107524.18,107540.92,107608,107611,2020-11-18T12:05:06Z,107641.84,4,1,exp,157,nonsense,transfer,NA,NA,You drank the baseball with Emily.,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,sentence_screen,canvas.Screen,3_49_1,s,keypress(s),response,38.16000000000349,107611,107625.14,107641.84,107680,107683,2020-11-18T12:05:07Z,107708.54,4,1,exp,157,nonsense,transfer,NA,NA,You drank the baseball with Emily.,w,w,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,trial,flow.Sequence,3_49,NA,NA,completion,139.08000000000175,107523,107524.18,107540.92,107680,107683,2020-11-18T12:05:07Z,107708.54,4,1,exp,157,nonsense,transfer,NA,NA,You drank the baseball with Emily.,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,fixation_cross,canvas.Screen,3_50_0,end_fixation,keypress(Space),response,95.4600000000064,107684,107691.86,107708.54,107804,107807,2020-11-18T12:05:07Z,107825.22,4,1,exp,178,nonsense,transfer,NA,NA,Bronzelle broke the writing tips on you.,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,sentence_screen,canvas.Screen,3_50_1,w,keypress(w),response,66.77999999999884,107808,107808.48,107825.22,107892,107895,2020-11-18T12:05:07Z,107925,4,1,exp,178,nonsense,transfer,NA,NA,Bronzelle broke the writing tips on you.,w,w,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,trial,flow.Sequence,3_50,NA,NA,completion,183.4600000000064,107684,107691.86,107708.54,107892,107896,2020-11-18T12:05:07Z,107925,4,1,exp,178,nonsense,transfer,NA,NA,Bronzelle broke the writing tips on you.,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,fixation_cross,canvas.Screen,3_51_0,end_fixation,keypress(Space),response,91,107896,107908.34,107925,108016,108019,2020-11-18T12:05:07Z,108041.88,4,1,exp,190,nonsense,transfer,NA,NA,You drank Yashira your regards.,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,sentence_screen,canvas.Screen,3_51_1,w,keypress(w),response,62.11999999999534,108019,108025.14,108041.88,108104,108107,2020-11-18T12:05:07Z,108124.86,4,1,exp,190,nonsense,transfer,NA,NA,You drank Yashira your regards.,w,w,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,trial,flow.Sequence,3_51,NA,NA,completion,179,107896,107908.34,107925,108104,108108,2020-11-18T12:05:07Z,108124.86,4,1,exp,190,nonsense,transfer,NA,NA,You drank Yashira your regards.,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,fixation_cross,canvas.Screen,3_52_0,end_fixation,keypress(Space),response,99.13999999999942,108108,108108.42,108124.86,108224,108227,2020-11-18T12:05:07Z,108257.88,4,1,exp,63,sensible,concrete,no_transfer,NA,Erik played baseball with you.,s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,sentence_screen,canvas.Screen,3_52_1,w,keypress(w),response,38.11999999999534,108228,108240.86,108257.88,108296,108299,2020-11-18T12:05:07Z,108324.6,4,1,exp,63,sensible,concrete,no_transfer,NA,Erik played baseball with you.,s,s,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,trial,flow.Sequence,3_52,NA,NA,completion,171.13999999999942,108108,108108.42,108124.86,108296,108299,2020-11-18T12:05:07Z,108324.6,4,1,exp,63,sensible,concrete,no_transfer,NA,Erik played baseball with you.,s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,fixation_cross,canvas.Screen,3_53_0,end_fixation,keypress(Space),response,96.39999999999418,108300,108307.74,108324.6,108421,108423,2020-11-18T12:05:07Z,108441.9,4,1,exp,66,sensible,concrete,no_transfer,NA,You ate ice cream with Tiauna.,s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,sentence_screen,canvas.Screen,3_53_1,s,keypress(s),response,82.10000000000582,108423,108424.36,108441.9,108524,108527,2020-11-18T12:05:07Z,108558,4,1,exp,66,sensible,concrete,no_transfer,NA,You ate ice cream with Tiauna.,s,s,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,trial,flow.Sequence,3_53,NA,NA,completion,199.39999999999418,108300,108307.74,108324.6,108524,108527,2020-11-18T12:05:07Z,108558,4,1,exp,66,sensible,concrete,no_transfer,NA,You ate ice cream with Tiauna.,s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,fixation_cross,canvas.Screen,3_54_0,end_fixation,keypress(Space),response,62,108527,108541.8,108558,108620,108623,2020-11-18T12:05:07Z,108641.88,4,1,exp,166,nonsense,transfer,NA,NA,Tchuen-Yi frowned the door for you.,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,sentence_screen,canvas.Screen,3_54_1,s,keypress(s),response,70.11999999999534,108624,108624.28,108641.88,108712,108715,2020-11-18T12:05:08Z,108740.96,4,1,exp,166,nonsense,transfer,NA,NA,Tchuen-Yi frowned the door for you.,w,w,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,trial,flow.Sequence,3_54,NA,NA,completion,154,108527,108541.8,108558,108712,108716,2020-11-18T12:05:08Z,108740.96,4,1,exp,166,nonsense,transfer,NA,NA,Tchuen-Yi frowned the door for you.,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,fixation_cross,canvas.Screen,3_55_0,end_fixation,keypress(Space),response,67.0399999999936,108716,108724.46,108740.96,108808,108811,2020-11-18T12:05:08Z,108841.22,4,1,exp,200,nonsense,transfer,NA,NA,You shrugged Ariana the hard drive.,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,sentence_screen,canvas.Screen,3_55_1,s,keypress(s),response,262.77999999999884,108812,108825.16,108841.22,109104,109107,2020-11-18T12:05:08Z,109125.14,4,1,exp,200,nonsense,transfer,NA,NA,You shrugged Ariana the hard drive.,w,w,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,trial,flow.Sequence,3_55,NA,NA,completion,363.0399999999936,108716,108724.46,108740.96,109104,109107,2020-11-18T12:05:08Z,109125.14,4,1,exp,200,nonsense,transfer,NA,NA,You shrugged Ariana the hard drive.,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,fixation_cross,canvas.Screen,3_56_0,end_fixation,keypress(Space),response,154.86000000000058,109107,109108.44,109125.14,109280,109283,2020-11-18T12:05:08Z,109308.52,4,1,exp,143,nonsense,transfer,NA,NA,You fell the message to Auriel.,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,sentence_screen,canvas.Screen,3_56_1,w,keypress(w),response,479.4799999999959,109283,109291.84,109308.52,109788,109792,2020-11-18T12:05:09Z,109807.64,4,1,exp,143,nonsense,transfer,NA,NA,You fell the message to Auriel.,w,w,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,trial,flow.Sequence,3_56,NA,NA,completion,662.8600000000006,109107,109108.44,109125.14,109788,109792,2020-11-18T12:05:09Z,109807.64,4,1,exp,143,nonsense,transfer,NA,NA,You fell the message to Auriel.,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
2020-11-18T05:03:14Z,2020-11-18T05:05:49Z,IP Address,151.228.161.246,100,155,TRUE,2020-11-18T05:05:49Z,R_3fCqQko0KQrT4Wz,NA,NA,NA,NA,54.98809814453125,-1.6194000244140625,anonymous,EN,fixation_cross,canvas.Screen,3_57_0,end_fixation,keypress(Space),response,116.36000000000058,109792,109791.78,109807.64,109924,109927,2020-11-18T12:05:09Z,109958.54,4,1,exp,154,nonsense,transfer,NA,NA,You genuflected Mauricio orders.,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
